Country,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Code,Annual CO₂ emissions
Libya,Maize,2000,28900,56.0,3277.13,20.37,LBY,53238540.0
Libya,Maize,2000,28900,56.0,3277.13,20.37,LBY,53238540.0
Libya,Potatoes,2000,200000,56.0,3277.13,19.59,LBY,53238540.0
Libya,Potatoes,2000,200000,56.0,3277.13,19.59,LBY,53238540.0
Libya,Potatoes,2000,200000,56.0,3277.13,20.37,LBY,53238540.0
Libya,Potatoes,2000,200000,56.0,3277.13,20.37,LBY,53238540.0
Libya,Maize,2001,20000,56.0,4284.5,20.09,LBY,53113610.0
Libya,Maize,2001,20000,56.0,4284.5,20.09,LBY,53113610.0
Libya,Maize,2001,20000,56.0,4284.5,21.1,LBY,53113610.0
Libya,Maize,2001,20000,56.0,4284.5,21.1,LBY,53113610.0
Libya,Potatoes,2001,195000,56.0,4284.5,20.09,LBY,53113610.0
Libya,Potatoes,2001,195000,56.0,4284.5,20.09,LBY,53113610.0
Libya,Potatoes,2001,195000,56.0,4284.5,21.1,LBY,53113610.0
Libya,Potatoes,2001,195000,56.0,4284.5,21.1,LBY,53113610.0
Libya,Maize,2002,15000,56.0,5291.88,19.96,LBY,52524996.0
Libya,Maize,2002,15000,56.0,5291.88,19.96,LBY,52524996.0
Libya,Maize,2002,15000,56.0,5291.88,20.73,LBY,52524996.0
Libya,Maize,2002,15000,56.0,5291.88,20.73,LBY,52524996.0
Libya,Potatoes,2002,195000,56.0,5291.88,19.96,LBY,52524996.0
Libya,Potatoes,2002,195000,56.0,5291.88,19.96,LBY,52524996.0
Libya,Potatoes,2002,195000,56.0,5291.88,20.73,LBY,52524996.0
Libya,Potatoes,2002,195000,56.0,5291.88,20.73,LBY,52524996.0
Libya,Maize,2004,24000,56.0,7306.63,19.76,LBY,56850380.0
Libya,Maize,2004,24000,56.0,7306.63,19.76,LBY,56850380.0
Libya,Maize,2004,24000,56.0,7306.63,20.46,LBY,56850380.0
Libya,Maize,2004,24000,56.0,7306.63,20.46,LBY,56850380.0
Libya,Potatoes,2004,195000,56.0,7306.63,19.76,LBY,56850380.0
Libya,Potatoes,2004,195000,56.0,7306.63,19.76,LBY,56850380.0
Libya,Potatoes,2004,195000,56.0,7306.63,20.46,LBY,56850380.0
Libya,Potatoes,2004,195000,56.0,7306.63,20.46,LBY,56850380.0
Libya,Maize,2005,24000,56.0,8314.0,19.48,LBY,60668510.0
Libya,Maize,2005,24000,56.0,8314.0,19.48,LBY,60668510.0
Libya,Maize,2005,24000,56.0,8314.0,20.28,LBY,60668510.0
Libya,Maize,2005,24000,56.0,8314.0,20.28,LBY,60668510.0
Libya,Potatoes,2005,157629,56.0,8314.0,19.48,LBY,60668510.0
Libya,Potatoes,2005,157629,56.0,8314.0,19.48,LBY,60668510.0
Libya,Potatoes,2005,157629,56.0,8314.0,20.28,LBY,60668510.0
Libya,Potatoes,2005,157629,56.0,8314.0,20.28,LBY,60668510.0
Libya,Maize,2006,22246,56.0,4847.0,19.48,LBY,55744220.0
Libya,Maize,2006,22246,56.0,4847.0,19.48,LBY,55744220.0
Libya,Maize,2006,22246,56.0,4847.0,20.64,LBY,55744220.0
Libya,Maize,2006,22246,56.0,4847.0,20.64,LBY,55744220.0
Libya,Potatoes,2006,195440,56.0,4847.0,19.48,LBY,55744220.0
Libya,Potatoes,2006,195440,56.0,4847.0,19.48,LBY,55744220.0
Libya,Potatoes,2006,195440,56.0,4847.0,20.64,LBY,55744220.0
Libya,Potatoes,2006,195440,56.0,4847.0,20.64,LBY,55744220.0
Libya,Maize,2007,22246,56.0,3170.0,19.87,LBY,51595308.0
Libya,Maize,2007,22246,56.0,3170.0,19.87,LBY,51595308.0
Libya,Maize,2007,22246,56.0,3170.0,20.68,LBY,51595308.0
Libya,Maize,2007,22246,56.0,3170.0,20.68,LBY,51595308.0
Libya,Potatoes,2007,193333,56.0,3170.0,19.87,LBY,51595308.0
Libya,Potatoes,2007,193333,56.0,3170.0,19.87,LBY,51595308.0
Libya,Potatoes,2007,193333,56.0,3170.0,20.68,LBY,51595308.0
Libya,Potatoes,2007,193333,56.0,3170.0,20.68,LBY,51595308.0
Libya,Maize,2008,22129,56.0,3824.0,20.17,LBY,53501800.0
Libya,Maize,2008,22129,56.0,3824.0,20.17,LBY,53501800.0
Libya,Maize,2008,22129,56.0,3824.0,20.61,LBY,53501800.0
Libya,Maize,2008,22129,56.0,3824.0,20.61,LBY,53501800.0
Libya,Potatoes,2008,193333,56.0,3824.0,20.17,LBY,53501800.0
Libya,Potatoes,2008,193333,56.0,3824.0,20.17,LBY,53501800.0
Libya,Potatoes,2008,193333,56.0,3824.0,20.61,LBY,53501800.0
Libya,Potatoes,2008,193333,56.0,3824.0,20.61,LBY,53501800.0
Libya,Maize,2009,24790,56.0,6046.0,19.93,LBY,53397104.0
Libya,Maize,2009,24790,56.0,6046.0,19.93,LBY,53397104.0
Libya,Maize,2009,24790,56.0,6046.0,20.54,LBY,53397104.0
Libya,Maize,2009,24790,56.0,6046.0,20.54,LBY,53397104.0
Libya,Potatoes,2009,194380,56.0,6046.0,19.93,LBY,53397104.0
Libya,Potatoes,2009,194380,56.0,6046.0,19.93,LBY,53397104.0
Libya,Potatoes,2009,194380,56.0,6046.0,20.54,LBY,53397104.0
Libya,Potatoes,2009,194380,56.0,6046.0,20.54,LBY,53397104.0
Libya,Maize,2010,19333,56.0,3548.0,20.51,LBY,61085580.0
Libya,Maize,2010,19333,56.0,3548.0,20.51,LBY,61085580.0
Libya,Maize,2010,19333,56.0,3548.0,21.17,LBY,61085580.0
Libya,Maize,2010,19333,56.0,3548.0,21.17,LBY,61085580.0
Libya,Potatoes,2010,193849,56.0,3548.0,20.51,LBY,61085580.0
Libya,Potatoes,2010,193849,56.0,3548.0,20.51,LBY,61085580.0
Libya,Potatoes,2010,193849,56.0,3548.0,21.17,LBY,61085580.0
Libya,Potatoes,2010,193849,56.0,3548.0,21.17,LBY,61085580.0
Libya,Maize,2011,21419,56.0,3548.0,19.44,LBY,55861524.0
Libya,Maize,2011,21419,56.0,3548.0,19.44,LBY,55861524.0
Libya,Maize,2011,21419,56.0,3548.0,20.29,LBY,55861524.0
Libya,Maize,2011,21419,56.0,3548.0,20.29,LBY,55861524.0
Libya,Potatoes,2011,189247,56.0,3548.0,19.44,LBY,55861524.0
Libya,Potatoes,2011,189247,56.0,3548.0,19.44,LBY,55861524.0
Libya,Potatoes,2011,189247,56.0,3548.0,20.29,LBY,55861524.0
Libya,Potatoes,2011,189247,56.0,3548.0,20.29,LBY,55861524.0
Libya,Maize,2012,21613,56.0,3548.0,20.01,LBY,55278764.0
Libya,Maize,2012,21613,56.0,3548.0,20.01,LBY,55278764.0
Libya,Maize,2012,21613,56.0,3548.0,20.81,LBY,55278764.0
Libya,Maize,2012,21613,56.0,3548.0,20.81,LBY,55278764.0
Libya,Potatoes,2012,189474,56.0,3548.0,20.01,LBY,55278764.0
Libya,Potatoes,2012,189474,56.0,3548.0,20.01,LBY,55278764.0
Libya,Potatoes,2012,189474,56.0,3548.0,20.81,LBY,55278764.0
Libya,Potatoes,2012,189474,56.0,3548.0,20.81,LBY,55278764.0
Libya,Maize,2013,20000,56.0,3548.0,19.93,LBY,43458372.0
Libya,Maize,2013,20000,56.0,3548.0,19.93,LBY,43458372.0
Libya,Maize,2013,20000,56.0,3548.0,20.78,LBY,43458372.0
Libya,Maize,2013,20000,56.0,3548.0,20.78,LBY,43458372.0
Libya,Potatoes,2013,196667,56.0,3548.0,19.93,LBY,43458372.0
Libya,Potatoes,2013,196667,56.0,3548.0,19.93,LBY,43458372.0
Libya,Potatoes,2013,196667,56.0,3548.0,20.78,LBY,43458372.0
Libya,Potatoes,2013,196667,56.0,3548.0,20.78,LBY,43458372.0
Lithuania,Maize,1992,13710,656.0,1380.0,7.04,LTU,21168442.0
Lithuania,Potatoes,1992,94916,656.0,1380.0,7.04,LTU,21168442.0
Lithuania,Maize,1993,13833,656.0,936.0,5.79,LTU,16319714.0
Lithuania,Potatoes,1993,145414,656.0,936.0,5.79,LTU,16319714.0
Lithuania,Maize,1994,13956,656.0,713.0,6.3,LTU,15767042.0
Lithuania,Potatoes,1994,94112,656.0,713.0,6.3,LTU,15767042.0
Lithuania,Maize,1995,14079,656.0,737.0,6.68,LTU,15057343.0
Lithuania,Potatoes,1995,127992,656.0,737.0,6.68,LTU,15057343.0
Lithuania,Maize,1996,14201,656.0,979.0,5.09,LTU,15739963.0
Lithuania,Potatoes,1996,163152,656.0,979.0,5.09,LTU,15739963.0
Lithuania,Maize,1997,14708,656.0,928.0,6.29,LTU,15162846.0
Lithuania,Potatoes,1997,150974,656.0,928.0,6.29,LTU,15162846.0
Lithuania,Maize,1998,16062,656.0,812.0,6.27,LTU,15997053.0
Lithuania,Potatoes,1998,135771,656.0,812.0,6.27,LTU,15997053.0
Lithuania,Maize,1999,17416,656.0,695.0,7.31,LTU,13449596.0
Lithuania,Potatoes,1999,141049,656.0,695.0,7.31,LTU,13449596.0
Lithuania,Maize,2000,18464,656.0,688.06,7.69,LTU,11843035.0
Lithuania,Potatoes,2000,163916,656.0,688.06,7.69,LTU,11843035.0
Lithuania,Maize,2001,22277,656.0,726.09,6.75,LTU,12593737.0
Lithuania,Potatoes,2001,102868,656.0,726.09,6.75,LTU,12593737.0
Lithuania,Maize,2002,28621,656.0,792.6,7.26,LTU,12666029.0
Lithuania,Potatoes,2002,154365,656.0,792.6,7.26,LTU,12666029.0
Lithuania,Maize,2004,21429,656.0,1023.6,6.43,LTU,13254169.0
Lithuania,Potatoes,2004,128802,656.0,1023.6,6.43,LTU,13254169.0
Lithuania,Maize,2005,30625,656.0,1048.5,6.5,LTU,13862650.0
Lithuania,Potatoes,2005,120987,656.0,1048.5,6.5,LTU,13862650.0
Lithuania,Maize,2006,23500,656.0,1197.0,6.98,LTU,14195783.0
Lithuania,Potatoes,2006,79083,656.0,1197.0,6.98,LTU,14195783.0
Lithuania,Maize,2007,48148,656.0,2722.82,7.44,LTU,15475053.0
Lithuania,Potatoes,2007,109110,656.0,2722.82,7.44,LTU,15475053.0
Lithuania,Maize,2008,42105,656.0,2722.55,7.84,LTU,14918748.0
Lithuania,Potatoes,2008,148017,656.0,2722.55,7.84,LTU,14918748.0
Lithuania,Maize,2009,43273,656.0,2748.8,6.7,LTU,12830513.0
Lithuania,Potatoes,2009,142167,656.0,2748.8,6.7,LTU,12830513.0
Lithuania,Maize,2010,66901,656.0,1803.77,6.14,LTU,13803169.0
Lithuania,Potatoes,2010,130301,656.0,1803.77,6.14,LTU,13803169.0
Lithuania,Maize,2011,74896,656.0,2062.34,7.32,LTU,13960951.0
Lithuania,Potatoes,2011,155889,656.0,2062.34,7.32,LTU,13960951.0
Lithuania,Maize,2012,61085,656.0,2559.9,6.31,LTU,14055952.0
Lithuania,Potatoes,2012,170776,656.0,2559.9,6.31,LTU,14055952.0
Lithuania,Maize,2013,73953,656.0,2515.69,7.42,LTU,13154249.0
Lithuania,Potatoes,2013,148606,656.0,2515.69,7.42,LTU,13154249.0
Madagascar,Maize,1990,9848,1513.0,128.41,19.62,MDG,944296.0
Madagascar,Potatoes,1990,69744,1513.0,128.41,19.62,MDG,944296.0
Madagascar,Maize,1991,9667,1513.0,131.0,19.79,MDG,1024866.0
Madagascar,Potatoes,1991,55983,1513.0,131.0,19.79,MDG,1024866.0
Madagascar,Maize,1992,8125,1513.0,101.06,19.76,MDG,1002845.06
Madagascar,Potatoes,1992,56560,1513.0,101.06,19.76,MDG,1002845.06
Madagascar,Maize,1993,8972,1513.0,109.41,19.95,MDG,1032120.0
Madagascar,Potatoes,1993,56429,1513.0,109.41,19.95,MDG,1032120.0
Madagascar,Maize,1994,9451,1513.0,76.15,19.96,MDG,1152161.0
Madagascar,Potatoes,1994,58442,1513.0,76.15,19.96,MDG,1152161.0
Madagascar,Maize,1995,9628,1513.0,73.08,19.96,MDG,1192441.0
Madagascar,Potatoes,1995,56853,1513.0,73.08,19.96,MDG,1192441.0
Madagascar,Maize,1996,9299,1513.0,152.01,19.71,MDG,1245339.0
Madagascar,Potatoes,1996,57166,1513.0,152.01,19.71,MDG,1245339.0
Madagascar,Maize,1997,9368,1513.0,139.89,19.97,MDG,1535182.0
Madagascar,Potatoes,1997,57377,1513.0,139.89,19.97,MDG,1535182.0
Madagascar,Maize,1998,8306,1513.0,88.26,20.11,MDG,1619053.0
Madagascar,Potatoes,1998,57377,1513.0,88.26,20.11,MDG,1619053.0
Madagascar,Maize,1999,9162,1513.0,49.52,19.82,MDG,1762736.0
Madagascar,Potatoes,1999,59388,1513.0,49.52,19.82,MDG,1762736.0
Madagascar,Maize,2000,8838,1513.0,130.46,19.65,MDG,1947883.0
Madagascar,Potatoes,2000,58269,1513.0,130.46,19.65,MDG,1947883.0
Madagascar,Maize,2001,9290,1513.0,87.59,20.12,MDG,1743020.0
Madagascar,Potatoes,2001,59661,1513.0,87.59,20.12,MDG,1743020.0
Madagascar,Maize,2002,8845,1513.0,240.84,20.14,MDG,1235809.0
Madagascar,Potatoes,2002,59621,1513.0,240.84,20.14,MDG,1235809.0
Madagascar,Maize,2004,17779,1513.0,68.01,19.87,MDG,1804376.0
Madagascar,Potatoes,2004,56139,1513.0,68.01,19.87,MDG,1804376.0
Madagascar,Maize,2005,15464,1513.0,114.51,20.05,MDG,1741080.0
Madagascar,Potatoes,2005,58561,1513.0,114.51,20.05,MDG,1741080.0
Madagascar,Maize,2006,15891,1513.0,109.39,20.09,MDG,1674711.0
Madagascar,Potatoes,2006,58565,1513.0,109.39,20.09,MDG,1674711.0
Madagascar,Maize,2007,16191,1513.0,93.88,20.02,MDG,1735019.0
Madagascar,Potatoes,2007,59881,1513.0,93.88,20.02,MDG,1735019.0
Madagascar,Maize,2008,16569,1513.0,112.11,19.79,MDG,1779958.0
Madagascar,Potatoes,2008,59912,1513.0,112.11,19.79,MDG,1779958.0
Madagascar,Maize,2009,16225,1513.0,143.9,20.13,MDG,1706379.0
Madagascar,Potatoes,2009,59915,1513.0,143.9,20.13,MDG,1706379.0
Madagascar,Maize,2010,15577,1513.0,241.89,20.31,MDG,1871843.0
Madagascar,Potatoes,2010,58940,1513.0,241.89,20.31,MDG,1871843.0
Madagascar,Maize,2011,15490,1513.0,310.36,20.33,MDG,2373945.0
Madagascar,Potatoes,2011,58963,1513.0,310.36,20.33,MDG,2373945.0
Madagascar,Maize,2012,16290,1513.0,377.71,19.78,MDG,2744214.0
Madagascar,Potatoes,2012,59267,1513.0,377.71,19.78,MDG,2744214.0
Madagascar,Maize,2013,16288,1513.0,507.94,19.34,MDG,3207590.0
Madagascar,Potatoes,2013,59375,1513.0,507.94,19.34,MDG,3207590.0
Malawi,Maize,1990,9993,1181.0,173.19,20.86,MWI,740333.0
Malawi,Potatoes,1990,102044,1181.0,173.19,20.86,MWI,740333.0
Malawi,Maize,1991,11419,1181.0,173.19,20.4,MWI,787610.0
Malawi,Potatoes,1991,66730,1181.0,173.19,20.4,MWI,787610.0
Malawi,Maize,1992,4802,1181.0,173.19,20.89,MWI,787089.0
Malawi,Potatoes,1992,135970,1181.0,173.19,20.89,MWI,787089.0
Malawi,Maize,1993,15327,1181.0,173.19,20.43,MWI,881995.0
Malawi,Potatoes,1993,90947,1181.0,173.19,20.43,MWI,881995.0
Malawi,Maize,1994,9209,1181.0,173.19,20.59,MWI,901750.0
Malawi,Potatoes,1994,85376,1181.0,173.19,20.59,MWI,901750.0
Malawi,Maize,1995,13517,1181.0,173.19,20.86,MWI,906502.0
Malawi,Potatoes,1995,58002,1181.0,173.19,20.86,MWI,906502.0
Malawi,Maize,1996,14433,1181.0,173.19,20.47,MWI,919530.0
Malawi,Potatoes,1996,90293,1181.0,173.19,20.47,MWI,919530.0
Malawi,Maize,1997,10959,1181.0,173.19,20.62,MWI,914855.0
Malawi,Potatoes,1997,95765,1181.0,173.19,20.62,MWI,914855.0
Malawi,Maize,1998,13711,1181.0,131.59,20.92,MWI,901754.0
Malawi,Potatoes,1998,104774,1181.0,131.59,20.92,MWI,901754.0
Malawi,Maize,1999,18109,1181.0,123.64,20.26,MWI,893264.0
Malawi,Potatoes,1999,112207,1181.0,123.64,20.26,MWI,893264.0
Malawi,Maize,2000,17428,1181.0,220.22,20.22,MWI,857646.0
Malawi,Potatoes,2000,114561,1181.0,220.22,20.22,MWI,857646.0
Malawi,Maize,2001,11845,1181.0,177.24,20.59,MWI,773253.0
Malawi,Potatoes,2001,135370,1181.0,177.24,20.59,MWI,773253.0
Malawi,Maize,2002,10460,1181.0,134.25,20.76,MWI,856235.0
Malawi,Potatoes,2002,126773,1181.0,134.25,20.76,MWI,856235.0
Malawi,Maize,2004,10460,1181.0,48.28,20.44,MWI,901678.0
Malawi,Potatoes,2004,120873,1181.0,48.28,20.44,MWI,901678.0
Malawi,Maize,2005,8093,1181.0,295.51,21.37,MWI,848983.0
Malawi,Potatoes,2005,90371,1181.0,295.51,21.37,MWI,848983.0
Malawi,Maize,2006,14814,1181.0,202.35,20.63,MWI,847983.0
Malawi,Potatoes,2006,133445,1181.0,202.35,20.63,MWI,847983.0
Malawi,Maize,2007,26547,1181.0,524.46,20.67,MWI,919470.0
Malawi,Potatoes,2007,151922,1181.0,524.46,20.67,MWI,919470.0
Malawi,Maize,2008,16498,1181.0,624.52,20.42,MWI,998373.0
Malawi,Potatoes,2008,146009,1181.0,624.52,20.42,MWI,998373.0
Malawi,Maize,2009,22265,1181.0,736.25,20.68,MWI,1013307.0
Malawi,Potatoes,2009,161923,1181.0,736.25,20.68,MWI,1013307.0
Malawi,Maize,2010,20158,1181.0,584.12,21.34,MWI,968498.0
Malawi,Potatoes,2010,160600,1181.0,584.12,21.34,MWI,968498.0
Malawi,Maize,2011,22079,1181.0,553.57,20.92,MWI,1056154.0
Malawi,Potatoes,2011,159930,1181.0,553.57,20.92,MWI,1056154.0
Malawi,Maize,2012,21932,1181.0,775.83,20.42,MWI,1066113.0
Malawi,Potatoes,2012,172009,1181.0,775.83,20.42,MWI,1066113.0
Malawi,Maize,2013,21708,1181.0,1500.27,19.68,MWI,1145877.0
Malawi,Potatoes,2013,175414,1181.0,1500.27,19.68,MWI,1145877.0
Malaysia,Maize,1990,17500,2875.0,39406.48,27.21,MYS,54269364.0
Malaysia,Maize,1991,17500,2875.0,39406.48,27.04,MYS,65785132.0
Malaysia,Maize,1992,17143,2875.0,39406.48,27.05,MYS,72961016.0
Malaysia,Maize,1993,19000,2875.0,39406.48,26.99,MYS,86718630.0
Malaysia,Maize,1994,20000,2875.0,39406.48,27.0,MYS,88036030.0
Malaysia,Maize,1995,18696,2875.0,39406.48,27.05,MYS,110840970.0
Malaysia,Maize,1996,18000,2875.0,39406.48,27.04,MYS,110632800.0
Malaysia,Maize,1997,18462,2875.0,39406.48,27.29,MYS,119628820.0
Malaysia,Maize,1998,18519,2875.0,39406.48,27.89,MYS,109781690.0
Malaysia,Maize,1999,21111,2875.0,39406.48,26.95,MYS,103986550.0
Malaysia,Maize,2000,24074,2875.0,39406.48,27.14,MYS,122878050.0
Malaysia,Maize,2001,30455,2875.0,39406.48,27.24,MYS,130890050.0
Malaysia,Maize,2002,30435,2875.0,39406.48,27.57,MYS,132035230.0
Malaysia,Maize,2004,30000,2875.0,39406.48,27.35,MYS,169678300.0
Malaysia,Maize,2005,30000,2875.0,39406.48,27.59,MYS,169967330.0
Malaysia,Maize,2006,32000,2875.0,39406.48,27.29,MYS,170166450.0
Malaysia,Maize,2007,48554,2875.0,46868.35,27.23,MYS,175450780.0
Malaysia,Maize,2008,52192,2875.0,54821.91,27.12,MYS,192847060.0
Malaysia,Maize,2009,50719,2875.0,52464.19,27.47,MYS,192119070.0
Malaysia,Maize,2010,55351,2875.0,60194.83,27.69,MYS,199346100.0
Malaysia,Maize,2011,61320,2875.0,41562.16,27.27,MYS,203452350.0
Malaysia,Maize,2012,89681,2875.0,49810.48,27.36,MYS,212989970.0
Malaysia,Maize,2013,88991,2875.0,61445.6,27.8,MYS,241671090.0
Mali,Maize,1990,11566,282.0,95.7,27.61,MLI,422243.0
Mali,Potatoes,1990,180000,282.0,95.7,27.61,MLI,422243.0
Mali,Maize,1991,13824,282.0,54.63,27.58,MLI,425894.0
Mali,Potatoes,1991,175000,282.0,54.63,27.58,MLI,425894.0
Mali,Maize,1992,10050,282.0,35.42,27.2,MLI,462522.0
Mali,Potatoes,1992,178057,282.0,35.42,27.2,MLI,462522.0
Mali,Maize,1993,11029,282.0,33.19,27.55,MLI,502812.97
Mali,Potatoes,1993,180000,282.0,33.19,27.55,MLI,502812.97
Mali,Maize,1994,11347,282.0,30.96,27.05,MLI,548393.0
Mali,Potatoes,1994,181975,282.0,30.96,27.05,MLI,548393.0
Mali,Maize,1995,12843,282.0,28.73,27.25,MLI,595200.0
Mali,Potatoes,1995,182175,282.0,28.73,27.25,MLI,595200.0
Mali,Maize,1996,15845,282.0,26.51,27.64,MLI,646081.0
Mali,Potatoes,1996,182682,282.0,26.51,27.64,MLI,646081.0
Mali,Maize,1997,16930,282.0,24.28,27.38,MLI,726665.0
Mali,Potatoes,1997,183335,282.0,24.28,27.38,MLI,726665.0
Mali,Maize,1998,16416,282.0,22.05,28.08,MLI,934320.0
Mali,Potatoes,1998,183333,282.0,22.05,28.08,MLI,934320.0
Mali,Maize,1999,14541,282.0,19.82,27.26,MLI,970960.0
Mali,Potatoes,1999,186268,282.0,19.82,27.26,MLI,970960.0
Mali,Maize,2000,13322,282.0,17.59,27.51,MLI,1066224.0
Mali,Potatoes,2000,187278,282.0,17.59,27.51,MLI,1066224.0
Mali,Maize,2001,11585,282.0,15.36,27.79,MLI,1161488.0
Mali,Potatoes,2001,185714,282.0,15.36,27.79,MLI,1161488.0
Mali,Maize,2002,11478,282.0,13.13,28.18,MLI,1209120.0
Mali,Potatoes,2002,180217,282.0,13.13,28.18,MLI,1209120.0
Mali,Maize,2004,18210,282.0,8.67,28.07,MLI,1406976.0
Mali,Potatoes,2004,163954,282.0,8.67,28.07,MLI,1406976.0
Mali,Maize,2005,14933,282.0,14.84,28.13,MLI,1454608.0
Mali,Potatoes,2005,194956,282.0,14.84,28.13,MLI,1454608.0
Mali,Maize,2006,17134,282.0,11.87,27.62,MLI,1535216.0
Mali,Potatoes,2006,238984,282.0,11.87,27.62,MLI,1535216.0
Mali,Maize,2007,16831,282.0,7.72,27.94,MLI,1788032.0
Mali,Potatoes,2007,240551,282.0,7.72,27.94,MLI,1788032.0
Mali,Maize,2008,19732,282.0,9.99,27.62,MLI,1956576.0
Mali,Potatoes,2008,239915,282.0,9.99,27.62,MLI,1956576.0
Mali,Maize,2009,33349,282.0,4.12,27.89,MLI,1886960.0
Mali,Potatoes,2009,237913,282.0,4.12,27.89,MLI,1886960.0
Mali,Maize,2010,26886,282.0,3.84,28.18,MLI,2088480.0
Mali,Potatoes,2010,220473,282.0,3.84,28.18,MLI,2088480.0
Mali,Maize,2011,14037,282.0,3.25,27.79,MLI,2279008.0
Mali,Potatoes,2011,204721,282.0,3.25,27.79,MLI,2279008.0
Mali,Maize,2012,24427,282.0,1.52,27.39,MLI,2436560.0
Mali,Potatoes,2012,198983,282.0,1.52,27.39,MLI,2436560.0
Mali,Maize,2013,25927,282.0,1.52,28.53,MLI,2743394.0
Mali,Potatoes,2013,193555,282.0,1.52,28.53,MLI,2743394.0
Mauritania,Maize,1990,6789,92.0,39.09,27.67,MRT,853712.0
Mauritania,Potatoes,1990,54628,92.0,39.09,27.67,MRT,853712.0
Mauritania,Maize,1991,5966,92.0,39.09,27.38,MRT,868368.0
Mauritania,Potatoes,1991,46591,92.0,39.09,27.38,MRT,868368.0
Mauritania,Maize,1992,7684,92.0,39.09,27.52,MRT,905008.0
Mauritania,Potatoes,1992,50000,92.0,39.09,27.52,MRT,905008.0
Mauritania,Maize,1993,12291,92.0,39.09,27.37,MRT,926992.0
Mauritania,Potatoes,1993,40000,92.0,39.09,27.37,MRT,926992.0
Mauritania,Maize,1994,4987,92.0,39.09,27.24,MRT,956304.0
Mauritania,Potatoes,1994,50000,92.0,39.09,27.24,MRT,956304.0
Mauritania,Maize,1995,7996,92.0,39.09,27.7,MRT,1014928.0
Mauritania,Potatoes,1995,47809,92.0,39.09,27.7,MRT,1014928.0
Mauritania,Maize,1996,5871,92.0,39.09,27.93,MRT,1062560.0
Mauritania,Potatoes,1996,47985,92.0,39.09,27.93,MRT,1062560.0
Mauritania,Maize,1997,8627,92.0,39.09,28.28,MRT,1077216.0
Mauritania,Potatoes,1997,50000,92.0,39.09,28.28,MRT,1077216.0
Mauritania,Maize,1998,8387,92.0,39.09,28.52,MRT,1069888.0
Mauritania,Potatoes,1998,48000,92.0,39.09,28.52,MRT,1069888.0
Mauritania,Maize,1999,7618,92.0,39.09,27.23,MRT,1095536.0
Mauritania,Potatoes,1999,46667,92.0,39.09,27.23,MRT,1095536.0
Mauritania,Maize,2000,9054,92.0,39.09,27.66,MRT,1113856.0
Mauritania,Potatoes,2000,50000,92.0,39.09,27.66,MRT,1113856.0
Mauritania,Maize,2001,10016,92.0,39.09,28.28,MRT,1172480.0
Mauritania,Potatoes,2001,51429,92.0,39.09,28.28,MRT,1172480.0
Mauritania,Maize,2002,5644,92.0,3.2,27.84,MRT,1249424.0
Mauritania,Potatoes,2002,51282,92.0,3.2,27.84,MRT,1249424.0
Mauritania,Maize,2004,11513,92.0,702.5,27.81,MRT,1384992.0
Mauritania,Potatoes,2004,51778,92.0,702.5,27.81,MRT,1384992.0
Mauritania,Maize,2005,8156,92.0,1.1,28.14,MRT,1437338.0
Mauritania,Potatoes,2005,51163,92.0,1.1,28.14,MRT,1437338.0
Mauritania,Maize,2006,4975,92.0,1.7,27.82,MRT,1550078.0
Mauritania,Potatoes,2006,52752,92.0,1.7,27.82,MRT,1550078.0
Mauritania,Maize,2007,7116,92.0,9.8,27.88,MRT,1757602.0
Mauritania,Potatoes,2007,53231,92.0,9.8,27.88,MRT,1757602.0
Mauritania,Maize,2008,7059,92.0,17.22,28.14,MRT,1834436.0
Mauritania,Potatoes,2008,53810,92.0,17.22,28.14,MRT,1834436.0
Mauritania,Maize,2009,5542,92.0,4.29,27.57,MRT,2012298.1
Mauritania,Potatoes,2009,54030,92.0,4.29,27.57,MRT,2012298.1
Mauritania,Maize,2010,8592,92.0,67.59,28.7,MRT,2093519.9
Mauritania,Potatoes,2010,51163,92.0,67.59,28.7,MRT,2093519.9
Mauritania,Maize,2011,6611,92.0,13.35,27.87,MRT,2230241.0
Mauritania,Potatoes,2011,55446,92.0,13.35,27.87,MRT,2230241.0
Mauritania,Maize,2012,6904,92.0,26.41,27.77,MRT,2447571.0
Mauritania,Potatoes,2012,57143,92.0,26.41,27.77,MRT,2447571.0
Mauritania,Maize,2013,4731,92.0,26.41,28.24,MRT,2168855.0
Mauritania,Potatoes,2013,62857,92.0,26.41,28.24,MRT,2168855.0
Mauritius,Maize,1990,41790,2041.0,889.0,23.84,MUS,1461936.0
Mauritius,Potatoes,1990,181098,2041.0,889.0,23.84,MUS,1461936.0
Mauritius,Maize,1991,37193,2041.0,788.43,24.14,MUS,1520560.0
Mauritius,Potatoes,1991,197419,2041.0,788.43,24.14,MUS,1520560.0
Mauritius,Maize,1992,44333,2041.0,687.86,23.81,MUS,1707424.0
Mauritius,Potatoes,1992,192134,2041.0,687.86,23.81,MUS,1707424.0
Mauritius,Maize,1993,42430,2041.0,587.29,23.91,MUS,1773376.0
Mauritius,Potatoes,1993,200875,2041.0,587.29,23.91,MUS,1773376.0
Mauritius,Maize,1994,37288,2041.0,486.72,24.17,MUS,1623152.0
Mauritius,Potatoes,1994,175716,2041.0,486.72,24.17,MUS,1623152.0
